date,max_temperature_f,mean_temperature_f,min_temperature_f,mean_humidity,mean_visibility_miles,mean_wind_speed_mph,precipitation_inches,zip_code
12/27/2014,55.0,47.0,38.0,62.0,10.0,5.0,0,94107
12/28/2014,55.0,47.0,39.0,75.0,10.0,4.0,0,94107
12/29/2014,55.0,49.0,42.0,76.0,10.0,3.0,0,94107
12/30/2014,55.0,47.0,38.0,53.0,10.0,17.0,0,94107
12/31/2014,59.0,48.0,36.0,41.0,10.0,7.0,0,94107
1/1/2015,56.0,47.0,38.0,37.0,10.0,8.0,0,94107
1/2/2015,50.0,41.0,32.0,64.0,10.0,4.0,0,94107
1/3/2015,53.0,43.0,32.0,66.0,10.0,2.0,0,94107
1/4/2015,54.0,45.0,35.0,72.0,8.0,3.0,0,94107
1/5/2015,56.0,46.0,36.0,68.0,9.0,3.0,0,94107
1/6/2015,59.0,49.0,38.0,72.0,8.0,2.0,0,94107
1/7/2015,64.0,51.0,38.0,69.0,10.0,2.0,0,94107
1/8/2015,61.0,52.0,42.0,76.0,8.0,2.0,0,94107
1/9/2015,63.0,55.0,46.0,74.0,7.0,4.0,0,94107
1/10/2015,60.0,54.0,47.0,83.0,7.0,3.0,0,94107
1/11/2015,57.0,50.0,42.0,87.0,6.0,3.0,0,94107
1/12/2015,57.0,49.0,41.0,87.0,7.0,2.0,0,94107
1/13/2015,66.0,55.0,43.0,69.0,6.0,3.0,0,94107
1/14/2015,59.0,49.0,39.0,78.0,7.0,3.0,0,94107
1/15/2015,59.0,50.0,40.0,84.0,4.0,4.0,0,94107
1/16/2015,57.0,50.0,43.0,84.0,4.0,3.0,T,94107
1/17/2015,57.0,53.0,48.0,84.0,7.0,5.0,0,94107
1/18/2015,65.0,57.0,49.0,87.0,5.0,4.0,0,94107
1/19/2015,63.0,55.0,47.0,77.0,9.0,5.0,0,94107
1/20/2015,58.0,52.0,45.0,86.0,6.0,2.0,0,94107
1/21/2015,61.0,51.0,40.0,73.0,10.0,5.0,0,94107
1/22/2015,60.0,51.0,41.0,73.0,9.0,6.0,0,94107
1/23/2015,64.0,52.0,39.0,66.0,9.0,3.0,0,94107
1/24/2015,69.0,58.0,46.0,63.0,9.0,7.0,0,94107
1/25/2015,59.0,50.0,40.0,70.0,10.0,4.0,0,94107
1/26/2015,61.0,51.0,41.0,72.0,10.0,3.0,0,94107
1/27/2015,67.0,57.0,47.0,64.0,10.0,4.0,0,94107
1/28/2015,63.0,53.0,43.0,73.0,10.0,3.0,0,94107
1/29/2015,64.0,53.0,42.0,81.0,8.0,3.0,0,94107
1/30/2015,62.0,54.0,46.0,87.0,8.0,5.0,0,94107
1/31/2015,73.0,59.0,44.0,61.0,10.0,4.0,0,94107
2/1/2015,65.0,53.0,40.0,62.0,10.0,3.0,0,94107
2/2/2015,65.0,54.0,43.0,83.0,8.0,3.0,0,94107
2/3/2015,67.0,57.0,47.0,76.0,9.0,3.0,0,94107
2/4/2015,64.0,55.0,46.0,86.0,6.0,5.0,0,94107
2/5/2015,63.0,56.0,48.0,75.0,10.0,6.0,0,94107
2/6/2015,63.0,61.0,58.0,77.0,6.0,22.0,0.91,94107
2/7/2015,64.0,59.0,54.0,89.0,9.0,6.0,0.03,94107
2/8/2015,63.0,58.0,53.0,83.0,8.0,15.0,0.99,94107
2/9/2015,64.0,57.0,49.0,78.0,10.0,8.0,T,94107
2/10/2015,63.0,54.0,44.0,71.0,10.0,4.0,0,94107
2/11/2015,64.0,53.0,42.0,78.0,10.0,3.0,0,94107
2/12/2015,69.0,58.0,47.0,68.0,10.0,2.0,0,94107
2/13/2015,70.0,58.0,46.0,70.0,10.0,3.0,0,94107
2/14/2015,71.0,59.0,47.0,75.0,10.0,4.0,0,94107
2/15/2015,70.0,58.0,45.0,67.0,10.0,3.0,0,94107
2/16/2015,71.0,59.0,46.0,73.0,9.0,6.0,0,94107
2/17/2015,58.0,56.0,53.0,80.0,8.0,6.0,T,94107
2/18/2015,64.0,57.0,50.0,79.0,10.0,5.0,0,94107
2/19/2015,61.0,56.0,50.0,84.0,8.0,5.0,0,94107
2/20/2015,65.0,59.0,52.0,73.0,8.0,3.0,T,94107
2/21/2015,68.0,57.0,46.0,67.0,10.0,5.0,0,94107
2/22/2015,67.0,56.0,45.0,61.0,9.0,8.0,0,94107
2/23/2015,64.0,54.0,44.0,35.0,10.0,7.0,0,94107
2/24/2015,64.0,50.0,36.0,58.0,10.0,5.0,0,94107
2/25/2015,65.0,55.0,45.0,70.0,10.0,5.0,0,94107
2/26/2015,67.0,56.0,45.0,76.0,9.0,6.0,0,94107
2/27/2015,63.0,56.0,48.0,68.0,10.0,19.0,0,94107
2/28/2015,59.0,52.0,44.0,74.0,10.0,7.0,0.07,94107
3/1/2015,63.0,54.0,44.0,64.0,10.0,7.0,0,94107
3/2/2015,59.0,52.0,45.0,69.0,10.0,5.0,T,94107
3/3/2015,64.0,53.0,42.0,71.0,10.0,5.0,0,94107
3/4/2015,67.0,54.0,41.0,61.0,10.0,4.0,0,94107
3/5/2015,70.0,56.0,42.0,57.0,10.0,4.0,0,94107
3/6/2015,71.0,57.0,42.0,60.0,10.0,4.0,0,94107
3/7/2015,71.0,58.0,45.0,65.0,10.0,6.0,0,94107
3/8/2015,65.0,55.0,44.0,77.0,8.0,7.0,0,94107
3/9/2015,65.0,57.0,48.0,82.0,9.0,6.0,0,94107
3/10/2015,63.0,56.0,48.0,86.0,5.0,5.0,0,94107
3/11/2015,65.0,58.0,51.0,72.0,10.0,5.0,0.02,94107
3/12/2015,73.0,60.0,46.0,72.0,10.0,5.0,0,94107
3/13/2015,74.0,61.0,48.0,66.0,10.0,4.0,0,94107
3/14/2015,80.0,66.0,52.0,66.0,10.0,5.0,0,94107
3/15/2015,69.0,62.0,54.0,62.0,10.0,5.0,0,94107
3/16/2015,68.0,61.0,53.0,66.0,10.0,5.0,0,94107
3/17/2015,66.0,59.0,51.0,69.0,10.0,9.0,0,94107
3/18/2015,68.0,58.0,48.0,71.0,10.0,6.0,0,94107
3/19/2015,73.0,60.0,47.0,64.0,10.0,6.0,0,94107
3/20/2015,66.0,57.0,48.0,71.0,10.0,6.0,0,94107
3/21/2015,71.0,63.0,54.0,70.0,10.0,6.0,0,94107
3/22/2015,66.0,60.0,54.0,78.0,10.0,9.0,0.02,94107
3/23/2015,64.0,59.0,53.0,71.0,10.0,10.0,0.05,94107
3/24/2015,65.0,59.0,53.0,73.0,10.0,7.0,T,94107
3/25/2015,72.0,60.0,48.0,70.0,10.0,6.0,0,94107
3/26/2015,80.0,65.0,50.0,68.0,10.0,5.0,0,94107
3/27/2015,64.0,58.0,52.0,82.0,10.0,9.0,0,94107
3/28/2015,74.0,61.0,48.0,69.0,10.0,6.0,0,94107
3/29/2015,73.0,60.0,47.0,67.0,10.0,6.0,0,94107
3/30/2015,65.0,56.0,47.0,75.0,10.0,8.0,0,94107
3/31/2015,68.0,62.0,55.0,64.0,10.0,16.0,0,94107
4/1/2015,65.0,55.0,45.0,56.0,10.0,9.0,0,94107
4/2/2015,69.0,59.0,48.0,52.0,10.0,10.0,0,94107
4/3/2015,67.0,56.0,44.0,63.0,10.0,8.0,0,94107
4/4/2015,64.0,54.0,43.0,67.0,10.0,11.0,0,94107
4/5/2015,58.0,54.0,50.0,69.0,9.0,11.0,0.11,94107
4/6/2015,63.0,54.0,44.0,63.0,10.0,13.0,0,94107
4/7/2015,61.0,55.0,48.0,72.0,8.0,15.0,0.52,94107
4/8/2015,63.0,55.0,47.0,65.0,10.0,8.0,0.01,94107
4/9/2015,67.0,55.0,43.0,63.0,10.0,6.0,0,94107
4/10/2015,66.0,56.0,46.0,63.0,10.0,7.0,0,94107
4/11/2015,72.0,60.0,47.0,70.0,10.0,7.0,0,94107
4/12/2015,73.0,61.0,48.0,70.0,10.0,6.0,0,94107
4/13/2015,62.0,56.0,50.0,72.0,10.0,15.0,0,94107
4/14/2015,65.0,57.0,48.0,48.0,10.0,13.0,0,94107
4/15/2015,71.0,59.0,47.0,50.0,10.0,8.0,0,94107
4/16/2015,81.0,65.0,48.0,47.0,10.0,8.0,0,94107
4/17/2015,72.0,60.0,48.0,63.0,10.0,7.0,0,94107
4/18/2015,67.0,58.0,49.0,69.0,10.0,9.0,0,94107
4/19/2015,63.0,56.0,49.0,77.0,9.0,9.0,0,94107
4/20/2015,63.0,58.0,53.0,72.0,10.0,12.0,0,94107
4/21/2015,61.0,57.0,53.0,74.0,10.0,14.0,T,94107
4/22/2015,66.0,59.0,52.0,73.0,10.0,9.0,0,94107
4/23/2015,64.0,58.0,52.0,70.0,10.0,10.0,0,94107
4/24/2015,63.0,58.0,52.0,69.0,10.0,19.0,0.08,94107
4/25/2015,63.0,57.0,51.0,77.0,9.0,15.0,0.14,94107
4/26/2015,69.0,58.0,47.0,63.0,10.0,7.0,0,94107
4/27/2015,81.0,66.0,50.0,64.0,10.0,9.0,T,94107
4/28/2015,63.0,58.0,52.0,77.0,10.0,9.0,0,94107
4/29/2015,66.0,59.0,51.0,69.0,9.0,8.0,0,94107
4/30/2015,84.0,67.0,49.0,55.0,10.0,6.0,0,94107
5/1/2015,76.0,65.0,53.0,71.0,10.0,9.0,0,94107
5/2/2015,65.0,59.0,52.0,75.0,10.0,9.0,0,94107
5/3/2015,64.0,58.0,52.0,68.0,10.0,11.0,0,94107
5/4/2015,59.0,55.0,51.0,73.0,10.0,11.0,0,94107
5/5/2015,62.0,57.0,51.0,72.0,10.0,11.0,0,94107
5/6/2015,66.0,58.0,50.0,68.0,10.0,9.0,0,94107
5/7/2015,67.0,57.0,47.0,64.0,10.0,6.0,T,94107
5/8/2015,65.0,56.0,46.0,71.0,10.0,9.0,0,94107
5/9/2015,63.0,58.0,52.0,72.0,10.0,11.0,0,94107
5/10/2015,62.0,57.0,51.0,75.0,10.0,9.0,0,94107
5/11/2015,62.0,57.0,52.0,72.0,10.0,14.0,0,94107
5/12/2015,65.0,58.0,51.0,60.0,10.0,18.0,0,94107
5/13/2015,63.0,57.0,51.0,63.0,10.0,12.0,0,94107
5/14/2015,66.0,60.0,53.0,67.0,10.0,9.0,T,94107
5/15/2015,62.0,57.0,52.0,70.0,10.0,13.0,0,94107
5/16/2015,61.0,57.0,53.0,74.0,10.0,12.0,0,94107
5/17/2015,64.0,59.0,54.0,72.0,10.0,13.0,0,94107
5/18/2015,60.0,57.0,54.0,72.0,10.0,13.0,0,94107
5/19/2015,63.0,59.0,54.0,74.0,10.0,12.0,T,94107
5/20/2015,68.0,61.0,54.0,75.0,10.0,11.0,T,94107
5/21/2015,66.0,60.0,54.0,78.0,9.0,10.0,T,94107
5/22/2015,62.0,59.0,56.0,74.0,10.0,12.0,0,94107
5/23/2015,62.0,58.0,53.0,72.0,10.0,11.0,T,94107
5/24/2015,61.0,57.0,52.0,78.0,10.0,11.0,T,94107
5/25/2015,63.0,58.0,52.0,75.0,10.0,12.0,T,94107
5/26/2015,65.0,59.0,53.0,73.0,10.0,11.0,T,94107
5/27/2015,63.0,58.0,53.0,75.0,10.0,12.0,0,94107
5/28/2015,63.0,58.0,52.0,77.0,10.0,10.0,T,94107
5/29/2015,62.0,57.0,52.0,79.0,10.0,10.0,T,94107
5/30/2015,66.0,59.0,51.0,78.0,10.0,9.0,0,94107
5/31/2015,65.0,59.0,52.0,73.0,10.0,11.0,0,94107
6/1/2015,73.0,65.0,57.0,68.0,9.0,10.0,T,94107
6/2/2015,65.0,61.0,56.0,78.0,10.0,11.0,0,94107
6/3/2015,65.0,60.0,55.0,73.0,10.0,10.0,0,94107
6/4/2015,70.0,62.0,53.0,67.0,10.0,9.0,0,94107
6/5/2015,69.0,61.0,53.0,74.0,10.0,9.0,0,94107
6/6/2015,71.0,64.0,56.0,75.0,10.0,9.0,0,94107
6/7/2015,73.0,65.0,56.0,73.0,10.0,8.0,0,94107
6/8/2015,88.0,72.0,56.0,59.0,10.0,8.0,0,94107
6/9/2015,77.0,66.0,55.0,68.0,10.0,6.0,0,94107
6/10/2015,70.0,64.0,58.0,88.0,9.0,6.0,0.18,94107
6/11/2015,73.0,65.0,57.0,81.0,8.0,8.0,0,94107
6/12/2015,75.0,65.0,54.0,71.0,9.0,9.0,0,94107
6/13/2015,72.0,65.0,57.0,77.0,9.0,9.0,0,94107
6/14/2015,67.0,61.0,55.0,71.0,7.0,12.0,0,94107
6/15/2015,62.0,58.0,54.0,78.0,9.0,11.0,0,94107
6/16/2015,68.0,62.0,55.0,71.0,9.0,12.0,0,94107
6/17/2015,69.0,61.0,53.0,70.0,9.0,9.0,0,94107
6/18/2015,66.0,59.0,52.0,73.0,9.0,10.0,0,94107
6/19/2015,71.0,62.0,52.0,69.0,10.0,9.0,0,94107
6/20/2015,69.0,61.0,52.0,74.0,10.0,9.0,0,94107
6/21/2015,67.0,62.0,56.0,69.0,9.0,12.0,0,94107
6/22/2015,64.0,59.0,54.0,73.0,9.0,10.0,0,94107
6/23/2015,70.0,62.0,53.0,69.0,9.0,9.0,0,94107
6/24/2015,73.0,64.0,55.0,68.0,10.0,9.0,0,94107
6/25/2015,79.0,68.0,56.0,63.0,10.0,7.0,0,94107
6/26/2015,73.0,66.0,58.0,69.0,10.0,10.0,0,94107
6/27/2015,74.0,66.0,58.0,70.0,10.0,9.0,0,94107
6/28/2015,72.0,66.0,60.0,71.0,10.0,12.0,T,94107
6/29/2015,73.0,65.0,57.0,72.0,10.0,10.0,0,94107
6/30/2015,82.0,70.0,57.0,66.0,10.0,8.0,0,94107
7/1/2015,76.0,67.0,58.0,69.0,10.0,9.0,0,94107
7/2/2015,74.0,67.0,60.0,76.0,10.0,11.0,0,94107
7/3/2015,73.0,67.0,60.0,76.0,10.0,11.0,0,94107
7/4/2015,71.0,66.0,60.0,78.0,10.0,11.0,0,94107
7/5/2015,75.0,68.0,61.0,71.0,10.0,11.0,0,94107
7/6/2015,73.0,67.0,61.0,69.0,10.0,13.0,T,94107
7/7/2015,73.0,67.0,61.0,73.0,10.0,13.0,0,94107
7/8/2015,69.0,65.0,60.0,71.0,10.0,13.0,0,94107
7/9/2015,67.0,63.0,59.0,76.0,9.0,10.0,0.01,94107
7/10/2015,73.0,67.0,61.0,69.0,10.0,10.0,T,94107
7/11/2015,74.0,68.0,61.0,67.0,10.0,12.0,0,94107
7/12/2015,75.0,69.0,63.0,65.0,10.0,11.0,0,94107
7/13/2015,74.0,68.0,62.0,71.0,10.0,12.0,0,94107
7/14/2015,70.0,65.0,60.0,76.0,10.0,12.0,T,94107
7/15/2015,77.0,68.0,58.0,67.0,10.0,10.0,0,94107
7/16/2015,76.0,68.0,60.0,72.0,10.0,9.0,0,94107
7/17/2015,74.0,68.0,61.0,74.0,10.0,10.0,0,94107
7/18/2015,75.0,68.0,60.0,67.0,10.0,9.0,0,94107
7/19/2015,87.0,74.0,61.0,57.0,10.0,6.0,0,94107
7/20/2015,79.0,71.0,62.0,65.0,10.0,9.0,0,94107
7/21/2015,70.0,65.0,60.0,76.0,10.0,11.0,0,94107
7/22/2015,69.0,65.0,60.0,72.0,10.0,14.0,0,94107
7/23/2015,69.0,65.0,60.0,68.0,10.0,13.0,0,94107
7/24/2015,74.0,67.0,59.0,64.0,10.0,11.0,0,94107
7/25/2015,70.0,65.0,60.0,73.0,10.0,10.0,0,94107
7/26/2015,71.0,65.0,58.0,71.0,10.0,9.0,0,94107
7/27/2015,81.0,69.0,56.0,61.0,10.0,9.0,0,94107
7/28/2015,87.0,72.0,56.0,62.0,10.0,6.0,0,94107
7/29/2015,79.0,70.0,60.0,69.0,10.0,10.0,0,94107
7/30/2015,75.0,68.0,61.0,74.0,10.0,11.0,0,94107
7/31/2015,72.0,67.0,61.0,78.0,10.0,11.0,0,94107
8/1/2015,75.0,69.0,62.0,68.0,10.0,12.0,0,94107
8/2/2015,73.0,68.0,63.0,71.0,10.0,12.0,0,94107
8/3/2015,75.0,70.0,64.0,64.0,10.0,14.0,0,94107
8/4/2015,75.0,69.0,62.0,62.0,10.0,10.0,0,94107
8/5/2015,77.0,67.0,57.0,69.0,10.0,8.0,0,94107
8/6/2015,72.0,65.0,58.0,77.0,10.0,8.0,T,94107
8/7/2015,77.0,69.0,61.0,69.0,10.0,10.0,0,94107
8/8/2015,70.0,66.0,62.0,73.0,10.0,11.0,0,94107
8/9/2015,72.0,66.0,59.0,76.0,10.0,11.0,0,94107
8/10/2015,73.0,67.0,60.0,73.0,10.0,13.0,0,94107
8/11/2015,73.0,67.0,61.0,69.0,10.0,11.0,0,94107
8/12/2015,78.0,67.0,55.0,67.0,10.0,9.0,0,94107
8/13/2015,76.0,70.0,64.0,70.0,10.0,10.0,0,94107
8/14/2015,76.0,69.0,61.0,71.0,10.0,9.0,0,94107
8/15/2015,92.0,75.0,57.0,56.0,8.0,5.0,0,94107
8/16/2015,93.0,77.0,61.0,56.0,7.0,5.0,0,94107
8/17/2015,80.0,70.0,59.0,69.0,7.0,10.0,0,94107
8/18/2015,75.0,68.0,61.0,72.0,8.0,10.0,0,94107
8/19/2015,74.0,69.0,63.0,66.0,9.0,11.0,0,94107
8/20/2015,70.0,66.0,62.0,71.0,10.0,12.0,0,94107
8/21/2015,69.0,66.0,62.0,70.0,10.0,11.0,0,94107
8/22/2015,75.0,68.0,61.0,66.0,10.0,8.0,0,94107
8/23/2015,73.0,67.0,61.0,68.0,10.0,10.0,0,94107
8/24/2015,75.0,68.0,61.0,69.0,10.0,10.0,0,94107
8/25/2015,74.0,67.0,60.0,69.0,9.0,10.0,0,94107
8/26/2015,79.0,69.0,58.0,65.0,9.0,6.0,0,94107
8/27/2015,84.0,72.0,59.0,57.0,10.0,6.0,0,94107
8/28/2015,91.0,77.0,62.0,60.0,10.0,8.0,0,94107
8/29/2015,76.0,71.0,65.0,73.0,9.0,11.0,T,94107
8/30/2015,78.0,70.0,61.0,69.0,10.0,11.0,0,94107
8/31/2015,78.0,69.0,60.0,67.0,10.0,9.0,0,94107